student_id,study_hours_per_week,attendance_percentage,material_prep_hours,extracurricular_hours,skill_dev_hours,projects_completed,hackathons_participated,internship_experience,coding_platform_rating,previous_gpa,final_score,productivity_index
CSE0288,19.1,71.0,7.2,3.0,13.5,5,0,1,82.8,6.76,66.6,76.6
CSE0289,17.0,83.8,5.5,0.0,17.2,5,1,0,46.1,6.56,68.1,53.4
CSE0290,10.6,96.1,6.8,4.5,8.4,2,1,1,74.3,8.67,77.5,67.2
CSE0291,13.5,57.5,13.7,4.2,8.8,6,0,0,38.9,4.95,62.3,57.5
CSE0292,11.5,81.4,0.0,3.8,17.3,3,5,1,70.2,8.16,74.6,82.6
CSE0293,10.9,78.1,13.1,4.7,12.5,4,1,0,55.0,6.52,71.0,61.2
CSE0294,20.9,88.1,9.4,5.8,12.2,4,2,0,62.0,6.37,69.7,52.4
CSE0295,17.5,82.6,3.2,4.5,4.0,2,3,1,55.1,7.49,65.4,43.9
CSE0296,10.1,71.0,3.7,1.2,13.4,10,2,0,67.8,5.56,67.6,72.3
CSE0297,21.3,76.2,14.7,6.5,5.4,4,0,0,3.6,6.3,61.5,15.9
CSE0298,17.2,70.4,4.2,0.0,4.3,3,1,0,26.6,6.27,52.4,29.2
CSE0299,20.7,92.9,3.4,0.0,8.3,0,1,0,63.3,6.96,59.5,52.2
CSE0300,19.4,80.3,12.5,7.2,7.1,2,2,0,14.1,6.32,52.0,49.3
CSE0301,9.2,100.0,9.4,6.5,8.9,2,0,0,44.4,8.96,69.0,33.5
CSE0302,11.1,79.3,4.2,4.8,2.8,1,1,0,53.9,9.18,58.9,30.4
CSE0303,20.2,71.5,8.9,0.8,14.8,4,2,0,38.4,4.98,70.5,54.6
CSE0304,19.3,61.8,3.9,2.9,15.6,4,2,0,41.2,7.8,63.7,43.8
CSE0305,14.9,58.4,12.4,4.2,0.3,2,0,1,60.4,8.14,56.8,40.4
CSE0306,15.8,61.0,12.2,0.2,14.9,3,0,1,75.2,7.8,70.5,58.6
CSE0307,23.9,83.2,10.1,2.8,5.9,6,2,0,35.8,6.48,77.4,50.7
CSE0308,10.9,86.1,9.4,7.0,14.3,2,1,0,43.5,6.93,61.7,45.0
CSE0309,18.8,61.0,15.0,9.3,9.7,2,2,0,40.4,6.38,69.3,40.9
CSE0310,13.6,90.7,8.0,3.7,10.1,4,2,1,6.6,6.74,58.5,32.0
CSE0311,13.5,74.2,3.3,7.3,9.1,5,2,1,57.8,5.87,63.2,54.0
CSE0312,22.7,81.8,9.8,0.0,16.1,2,0,1,73.7,7.07,77.0,45.7
CSE0313,20.8,99.3,16.3,7.0,3.8,2,1,0,75.3,5.55,81.5,57.1
CSE0314,20.7,90.8,3.9,2.6,13.0,4,2,0,37.6,6.98,71.8,59.6
CSE0315,24.1,76.8,6.6,5.9,15.5,3,1,0,30.0,5.83,77.2,56.3
CSE0316,15.1,69.3,9.7,4.3,13.6,4,3,0,55.4,7.43,62.1,57.1
CSE0317,19.8,54.2,7.8,9.0,21.6,3,2,0,71.6,6.45,71.7,64.0
CSE0318,12.8,71.4,4.1,2.4,7.4,2,3,0,58.1,7.52,61.2,56.7
CSE0319,17.3,77.5,12.5,6.9,14.8,5,0,1,60.8,8.39,81.0,67.6
CSE0320,14.1,68.2,17.3,4.2,9.5,0,1,0,77.8,8.95,64.9,52.0
CSE0321,15.7,78.4,8.8,4.5,16.2,4,1,1,40.2,4.42,74.3,70.5
CSE0322,19.2,80.9,4.4,4.4,10.0,3,0,0,50.6,6.28,63.1,45.1
CSE0323,9.3,77.3,1.8,2.5,8.1,1,0,1,87.7,6.87,52.3,49.7
CSE0324,29.6,72.2,9.0,5.0,16.5,4,2,1,51.1,7.71,84.2,66.2
CSE0325,8.0,82.0,12.4,4.8,7.5,4,1,1,29.7,5.38,56.4,24.9
CSE0326,6.5,85.3,9.9,5.7,2.9,3,3,1,41.6,6.12,74.0,51.3
CSE0327,23.1,66.9,8.0,5.3,7.4,0,1,1,36.2,7.34,70.4,42.2
CSE0328,20.5,96.9,5.6,7.4,13.1,3,4,0,62.1,7.29,79.3,72.8
CSE0329,19.4,78.8,3.6,7.8,17.0,5,1,0,37.1,7.62,69.4,71.9
CSE0330,19.4,80.2,11.3,1.8,10.6,1,1,1,60.4,7.69,77.7,48.8
CSE0331,14.9,88.5,11.7,7.6,16.6,5,3,1,40.3,7.57,83.9,42.5
CSE0332,8.7,82.8,1.8,1.4,3.2,2,0,1,12.5,7.41,32.7,25.8
CSE0333,15.5,91.4,14.4,6.8,7.8,2,1,0,61.1,7.26,74.1,50.0
CSE0334,10.3,83.4,10.3,6.9,8.6,2,3,0,58.0,7.93,66.3,44.8
CSE0335,21.8,72.7,13.6,0.0,9.4,3,0,1,65.4,4.74,62.2,57.9
CSE0336,14.0,84.3,2.6,5.3,10.4,5,4,1,41.5,8.9,77.5,69.2
CSE0337,9.2,66.3,2.5,3.6,13.5,5,0,0,39.4,4.78,62.1,32.6
CSE0338,12.8,81.3,7.4,2.7,7.8,2,3,0,63.0,6.01,65.5,49.2
CSE0339,17.9,79.6,10.0,9.1,10.7,3,0,0,85.4,6.95,77.6,74.7
CSE0340,11.1,77.5,15.2,3.0,9.8,0,2,0,55.2,7.94,74.1,36.0
CSE0341,9.2,78.5,10.8,2.6,5.4,4,1,0,63.5,4.0,51.0,46.0
CSE0342,16.7,57.4,7.0,5.2,9.4,2,1,0,48.6,7.17,48.5,20.2
CSE0343,16.7,73.4,3.9,7.1,9.3,8,1,1,24.1,8.07,71.8,38.6
CSE0344,11.5,81.1,12.9,4.6,9.2,5,1,0,74.3,8.29,70.1,58.0
CSE0345,11.7,81.9,4.1,8.5,10.2,4,1,0,73.2,6.43,55.9,68.8
CSE0346,16.6,67.7,14.5,6.6,10.4,3,0,1,69.2,6.87,69.8,44.4
CSE0347,4.9,95.2,6.9,0.0,7.8,3,4,1,51.4,6.52,67.0,52.4
CSE0348,5.1,69.6,14.4,3.4,16.4,1,1,1,66.9,6.77,61.4,48.6
CSE0349,10.0,91.6,10.7,3.3,4.2,1,0,0,72.9,6.06,54.7,48.7
CSE0350,13.5,85.1,7.5,6.4,6.4,3,1,1,87.4,6.22,67.4,51.1
CSE0351,17.2,72.2,5.9,0.0,23.9,4,1,0,74.8,7.68,74.1,70.6
CSE0352,25.3,100.0,6.6,12.6,4.8,2,1,1,56.3,7.34,67.5,51.8
CSE0353,21.0,65.7,9.7,6.6,3.2,2,0,0,28.8,7.74,59.0,34.6
CSE0354,13.9,91.0,8.3,5.4,13.7,4,1,0,58.1,7.44,63.2,54.5
CSE0355,14.9,92.0,5.6,8.5,0.0,2,2,0,60.1,7.97,68.3,43.9
CSE0356,8.0,72.0,7.3,12.0,8.8,3,3,0,69.2,8.17,55.5,64.1
CSE0357,14.9,96.7,8.3,7.6,20.7,2,1,1,82.1,5.28,81.5,71.2
CSE0358,13.0,77.0,0.0,7.8,2.3,1,0,0,53.1,6.26,47.5,34.0
CSE0359,17.3,83.5,9.8,5.4,0.1,4,1,0,97.0,6.95,67.6,56.7
CSE0360,9.2,83.1,4.1,4.6,2.5,3,1,0,19.8,7.18,52.2,26.8
CSE0361,18.6,78.4,3.4,3.6,14.5,2,1,0,63.4,6.46,61.0,56.4
CSE0362,25.7,89.7,1.3,2.5,15.6,4,1,1,39.0,8.2,79.5,48.6
CSE0363,14.2,89.5,0.8,2.9,7.4,2,0,1,16.9,9.38,56.3,26.7
CSE0364,17.8,59.0,2.6,0.9,13.4,3,0,1,51.0,7.4,58.8,40.2
CSE0365,19.8,95.7,5.2,4.8,17.0,0,0,0,25.9,7.29,67.9,35.9
CSE0366,12.2,60.1,15.8,0.0,18.9,4,2,0,51.8,8.13,63.4,49.2
CSE0367,16.6,92.4,5.9,5.6,8.8,4,0,0,55.7,5.15,56.7,54.7
CSE0368,15.1,93.5,8.7,4.9,0.0,3,2,0,77.4,7.23,69.8,59.0
CSE0369,15.7,66.9,9.6,5.4,5.9,0,2,0,24.8,8.28,57.5,23.7
CSE0370,9.6,75.1,8.5,3.4,7.9,0,3,1,73.2,6.49,62.9,55.5
CSE0371,15.2,66.7,7.7,14.2,8.7,3,1,0,57.0,5.85,62.3,59.4
CSE0372,18.5,77.4,3.2,9.1,9.1,2,4,0,75.6,7.0,70.6,66.3
CSE0373,25.2,76.3,13.8,1.3,15.6,3,0,0,46.4,7.13,78.3,42.8
CSE0374,21.7,89.4,15.2,5.7,16.4,2,1,0,28.4,6.2,73.6,35.2
CSE0375,30.1,95.7,1.3,3.2,9.1,6,1,1,30.7,9.51,72.5,64.4
CSE0376,9.6,96.7,3.9,2.0,15.5,4,2,0,29.2,6.67,52.8,51.8
CSE0377,21.1,73.3,6.9,1.0,11.8,3,0,0,64.6,5.93,76.3,49.2
CSE0378,16.3,77.5,4.1,6.3,10.3,4,3,0,84.5,7.1,71.4,77.0
CSE0379,30.3,59.8,10.0,3.0,14.5,6,0,1,43.7,8.2,85.9,34.2
CSE0380,9.3,70.3,5.1,7.9,10.4,3,1,1,67.6,7.22,59.8,69.0
CSE0381,9.1,91.6,16.7,8.0,20.3,0,2,1,24.5,7.73,70.0,44.0
CSE0382,10.8,99.4,12.8,9.1,2.8,0,1,0,58.6,6.24,58.9,40.0
CSE0383,1.0,65.2,8.9,2.4,7.4,7,2,0,68.4,8.84,73.1,50.0
CSE0384,11.3,72.9,12.1,6.4,9.4,5,1,0,26.0,7.82,63.3,52.6
CSE0385,9.7,79.7,12.4,6.9,12.2,2,1,1,50.9,8.35,64.6,39.5
CSE0386,16.1,83.4,5.7,3.6,16.3,6,2,1,69.3,7.6,69.2,85.8
CSE0387,17.4,70.3,4.7,2.7,9.9,6,0,1,0.0,8.11,72.2,38.4
CSE0388,28.1,85.1,8.3,9.8,2.9,2,1,0,81.7,6.24,74.4,67.2
CSE0389,21.7,74.3,11.4,5.7,14.2,4,2,1,62.1,6.66,82.3,65.2
CSE0390,11.0,79.8,8.6,6.9,13.8,2,0,0,69.3,8.68,70.8,37.9
CSE0391,8.7,86.6,1.7,2.5,0.3,1,0,1,46.7,8.92,51.9,39.4
CSE0392,18.4,80.1,4.8,1.3,10.0,5,1,0,20.5,5.94,64.5,42.0
CSE0393,5.8,74.8,7.7,3.3,2.0,7,1,0,65.7,7.47,55.3,60.5
CSE0394,27.8,78.7,7.7,4.6,6.7,0,6,0,53.3,6.73,70.6,61.7
CSE0395,23.3,78.9,15.9,1.8,5.5,2,0,0,55.6,6.43,75.9,38.9
CSE0396,11.7,75.6,2.5,5.0,14.0,0,0,0,76.8,7.51,58.2,61.7
CSE0397,3.0,76.9,10.0,0.0,10.6,4,2,1,70.2,8.46,67.6,72.9
CSE0398,24.5,99.2,14.0,1.6,3.6,5,3,0,93.4,7.7,90.2,72.0
CSE0399,14.2,86.7,17.1,7.0,14.4,2,2,0,58.1,6.85,76.7,48.0
CSE0400,23.7,76.5,6.4,6.8,2.8,1,1,0,41.2,7.77,55.9,47.6
CSE0401,3.8,88.4,10.0,3.8,11.7,3,0,0,51.2,6.8,53.7,35.5
CSE0402,10.8,76.0,10.3,1.9,5.9,2,3,1,63.3,7.65,64.2,59.6
CSE0403,15.0,94.1,8.8,1.9,8.2,3,1,0,75.3,8.74,68.5,50.5
CSE0404,15.3,84.4,7.6,3.9,12.5,3,0,0,25.7,4.92,59.9,50.1
CSE0405,11.8,78.7,9.7,6.9,12.6,5,1,1,55.2,8.08,77.5,51.6
CSE0406,19.4,85.4,0.0,7.8,16.7,4,0,1,87.2,5.51,79.9,77.2
CSE0407,7.5,61.1,10.7,3.5,9.6,2,1,0,50.2,8.55,54.6,34.8
CSE0408,14.0,66.5,8.5,1.5,11.5,7,3,1,73.6,6.5,74.3,70.3
CSE0409,15.8,65.7,7.1,5.8,7.8,3,1,1,64.9,5.86,65.2,52.2
CSE0410,18.6,81.7,16.2,2.5,10.9,3,2,1,74.1,7.96,84.3,71.9
CSE0411,20.0,100.0,5.3,3.4,12.2,0,2,0,38.8,7.6,64.8,52.3
CSE0412,7.1,100.0,6.4,9.0,9.5,6,1,1,38.9,6.1,74.3,55.3
CSE0413,4.3,87.7,16.0,7.5,1.0,3,0,0,55.4,5.82,59.8,32.7
CSE0414,23.9,86.0,4.7,5.5,11.7,0,1,0,24.4,6.99,70.1,39.1
CSE0415,17.3,58.4,5.8,1.2,11.8,6,2,0,49.6,5.88,69.2,64.3
CSE0416,9.8,73.5,7.4,5.6,6.6,3,1,0,60.1,6.03,59.0,53.9
CSE0417,25.9,70.5,11.4,8.2,3.6,6,0,1,90.7,7.33,75.2,46.6
CSE0418,15.8,72.5,8.8,3.9,17.4,1,0,0,63.1,6.14,62.5,47.1
CSE0419,23.3,78.0,2.8,9.1,12.5,5,1,0,67.5,7.67,65.9,63.5
CSE0420,15.5,74.3,5.9,8.9,8.9,4,1,0,78.3,8.84,72.5,66.9
CSE0421,29.4,56.2,5.6,10.0,4.3,4,2,0,35.7,7.04,66.8,52.4
CSE0422,27.3,89.0,7.7,5.9,5.9,4,1,1,51.7,7.34,78.6,64.8
CSE0423,13.3,67.1,9.7,6.8,16.5,1,0,0,100.0,9.42,78.0,52.9
CSE0424,21.8,82.9,9.7,9.2,10.7,1,1,0,53.4,5.89,65.8,53.2
CSE0425,19.5,100.0,0.9,6.3,7.2,9,0,1,77.3,8.51,80.3,79.0
CSE0426,24.6,69.0,12.3,3.5,12.5,6,0,1,74.3,8.38,83.1,55.2
CSE0427,8.2,49.6,9.0,3.7,5.9,4,1,0,25.4,8.14,40.0,55.1
CSE0428,19.8,76.6,13.5,5.7,17.5,2,0,0,61.2,8.62,74.2,65.4
CSE0429,22.4,93.2,9.8,1.1,16.8,3,1,1,57.9,7.51,67.8,61.3
CSE0430,2.7,100.0,12.4,4.6,7.7,4,2,1,61.6,6.56,62.5,44.1
CSE0431,6.7,65.2,9.9,8.3,6.9,4,3,1,39.9,8.4,66.3,49.2
CSE0432,1.0,86.0,13.4,0.0,0.0,2,3,1,32.7,8.45,58.7,32.2
CSE0433,13.1,74.4,10.1,9.6,2.6,1,0,1,45.5,8.42,57.5,42.5
CSE0434,20.0,78.7,7.6,8.4,3.3,4,2,1,53.0,7.25,71.3,71.4
CSE0435,25.5,100.0,17.1,3.6,10.7,1,3,1,78.7,6.41,82.4,66.2
CSE0436,15.5,62.0,11.6,6.6,8.4,4,2,0,91.3,7.41,70.6,72.5
CSE0437,26.4,83.0,10.3,5.0,3.3,5,1,0,82.9,8.24,97.0,51.9
CSE0438,5.3,85.6,2.9,8.7,8.6,2,1,0,72.2,8.33,68.9,44.7
CSE0439,3.1,93.0,2.8,7.9,12.5,4,0,0,34.9,6.73,53.5,39.7
CSE0440,14.6,81.2,9.2,0.8,12.6,2,2,1,46.8,7.55,69.6,57.4
CSE0441,17.7,83.7,8.6,6.8,0.5,3,0,1,59.2,5.76,58.3,39.6
CSE0442,14.8,75.3,5.5,4.4,9.4,4,1,1,42.4,8.28,61.8,45.1
CSE0443,1.0,83.2,8.6,5.2,3.1,4,1,1,66.5,6.34,57.4,60.1
CSE0444,14.4,75.9,14.4,2.8,14.5,3,2,0,69.4,8.06,70.8,69.9
CSE0445,5.9,87.5,10.8,10.2,13.9,5,0,1,65.7,5.94,70.9,60.2
CSE0446,19.7,75.6,3.4,8.1,5.5,3,3,0,75.5,8.33,79.9,42.9
CSE0447,17.6,84.5,7.6,2.8,6.2,2,1,0,36.9,7.55,64.8,60.6
CSE0448,8.4,79.6,4.8,1.0,7.7,1,0,0,73.7,6.34,54.3,40.4
CSE0449,11.4,93.5,6.4,3.8,0.0,4,0,1,41.1,7.96,52.4,33.3
CSE0450,7.6,79.4,6.3,6.3,11.7,2,1,0,36.2,6.55,58.1,32.4
CSE0451,14.6,58.7,6.1,5.7,8.6,4,4,1,65.6,8.02,62.9,71.7
CSE0452,21.7,95.1,3.0,8.8,14.9,5,1,0,79.3,6.9,76.6,74.4
CSE0453,8.1,69.1,7.5,7.4,4.5,0,0,0,64.8,5.31,53.0,45.3
CSE0454,18.5,72.2,5.8,7.9,6.9,2,1,0,55.4,6.12,66.5,39.3
CSE0455,11.3,72.9,0.0,6.0,2.5,2,3,0,61.2,6.73,51.9,45.5
CSE0456,9.4,96.5,16.2,0.8,5.0,2,1,1,57.7,8.71,68.4,62.0
CSE0457,14.3,54.4,12.4,4.4,4.1,1,1,0,32.5,8.19,51.0,33.1
CSE0458,7.8,100.0,6.5,8.2,15.0,2,1,1,30.1,8.99,60.5,41.7
CSE0459,11.1,92.7,8.1,4.8,6.5,2,0,1,53.4,9.02,63.1,33.5
CSE0460,6.6,82.7,3.3,6.5,10.6,7,1,1,56.6,6.61,54.2,62.5
CSE0461,28.8,79.3,14.8,4.0,8.1,2,1,0,55.2,6.99,81.1,62.0
CSE0462,15.2,83.4,15.6,1.9,3.7,3,1,1,68.5,6.75,72.7,60.0
CSE0463,10.1,86.3,8.6,4.6,9.2,1,0,0,50.7,6.46,60.0,33.6
CSE0464,16.5,87.7,12.1,5.9,13.0,4,2,0,66.3,5.17,66.9,64.9
CSE0465,14.2,86.7,8.7,3.0,4.0,2,0,0,52.1,7.18,53.9,51.7
CSE0466,13.5,81.1,2.7,4.3,14.0,3,1,1,91.5,5.79,68.3,78.6
CSE0467,19.3,77.6,6.4,2.2,5.8,5,1,0,56.6,7.16,67.5,43.0
CSE0468,20.3,78.2,8.5,8.4,7.6,3,1,0,100.0,9.53,78.1,44.5
CSE0469,11.3,77.7,6.2,4.1,12.7,3,1,0,62.0,6.64,60.0,53.2
CSE0470,11.0,93.6,7.1,9.4,6.7,3,4,0,50.7,7.41,76.6,62.1
CSE0471,13.1,87.1,7.6,9.6,10.2,4,0,0,37.0,8.2,67.0,31.6
CSE0472,1.0,44.7,7.7,4.8,8.4,6,0,1,26.1,7.51,56.7,35.2
CSE0473,4.4,87.9,8.2,2.0,10.6,5,1,0,35.2,7.52,65.1,35.0
CSE0474,24.6,82.3,3.8,0.0,0.0,1,0,1,37.4,6.8,71.2,35.4
CSE0475,26.5,79.8,5.1,0.6,0.9,4,1,1,62.9,6.94,66.7,49.9
CSE0476,13.3,75.3,2.9,0.9,13.1,1,0,1,44.5,6.14,59.7,53.1
CSE0477,19.0,93.5,11.9,9.1,15.2,3,0,0,58.7,8.13,74.9,56.3
CSE0478,17.2,91.4,0.0,5.3,5.4,4,1,0,80.6,5.28,55.1,49.7
CSE0479,36.6,70.7,12.6,6.2,8.8,4,2,0,53.2,8.27,94.9,73.5
CSE0480,22.8,84.9,13.5,0.0,11.5,5,0,0,96.6,5.66,77.6,55.2
CSE0481,14.1,68.3,6.8,1.4,13.5,3,1,1,31.5,8.26,57.8,56.4
CSE0482,8.3,63.4,0.0,7.7,0.0,1,1,0,52.0,6.81,41.8,43.0
CSE0483,3.8,72.5,6.6,5.9,5.6,1,0,1,44.2,5.84,42.4,45.8
CSE0484,16.4,90.3,7.7,4.6,8.3,4,2,1,73.7,7.84,72.7,63.2
CSE0485,9.7,91.4,4.0,6.7,13.5,5,2,0,10.2,8.22,61.0,34.7
CSE0486,5.0,86.2,5.9,9.9,22.5,2,3,1,26.1,6.72,72.5,54.5
CSE0487,10.5,88.7,14.1,4.3,8.9,4,0,0,52.9,7.99,63.3,41.5
CSE0488,7.4,86.2,10.7,5.2,3.0,6,3,0,86.0,4.69,73.2,56.9
CSE0489,26.8,72.3,4.3,5.6,12.0,3,1,1,59.5,5.75,77.2,58.1
CSE0490,21.2,85.2,1.6,12.2,16.6,3,1,1,28.0,8.62,75.5,52.0
CSE0491,14.9,89.6,6.7,0.0,10.5,3,3,0,31.1,6.95,69.1,32.8
CSE0492,25.4,89.1,7.1,7.0,5.5,2,0,0,88.5,5.15,71.8,65.6
CSE0493,15.5,94.3,10.0,4.7,14.8,4,1,0,42.6,6.43,76.9,48.8
CSE0494,9.0,88.5,5.9,6.7,13.3,2,1,0,36.1,6.18,60.2,36.6
CSE0495,25.7,84.2,10.0,3.0,4.9,1,2,1,84.5,7.02,69.8,54.4
CSE0496,18.8,92.8,15.7,4.9,11.9,2,2,1,75.2,6.79,82.7,54.8
CSE0497,7.7,79.7,11.3,7.1,15.0,2,3,1,80.5,7.4,75.8,86.5
CSE0498,13.7,69.4,7.8,14.3,15.9,4,1,1,36.0,7.12,64.9,50.9
CSE0499,8.9,78.0,7.3,7.4,9.7,4,0,0,24.5,8.7,58.4,38.8
CSE0500,5.3,71.1,6.6,2.5,8.2,3,1,0,57.7,7.67,51.1,42.7
CSE0501,21.5,71.9,12.7,3.7,16.1,4,3,0,61.7,7.7,71.8,41.0
CSE0502,28.4,78.3,5.5,3.6,3.9,4,2,1,62.3,8.48,71.3,80.1
CSE0503,5.2,70.5,8.2,0.0,12.2,1,0,1,84.6,6.77,49.4,56.8
CSE0504,18.9,76.3,8.2,4.0,3.1,5,2,1,20.3,5.81,67.0,36.5
CSE0505,10.4,57.3,6.0,7.2,15.3,4,3,0,72.2,8.53,52.8,65.9
CSE0506,11.6,82.6,2.5,1.2,8.7,1,1,0,33.1,7.35,50.3,20.6
CSE0507,10.9,80.0,9.3,8.1,16.3,5,1,1,72.1,7.35,69.0,84.6
CSE0508,9.0,70.2,7.8,6.5,12.5,4,2,0,45.5,6.5,57.4,40.8
CSE0509,15.3,87.9,10.0,2.8,3.9,1,3,1,38.7,6.52,54.9,39.4
CSE0510,9.2,91.3,5.9,4.6,17.1,2,2,0,42.8,8.13,67.4,40.3
CSE0511,16.9,60.7,12.9,9.8,17.8,4,2,0,26.1,8.28,62.6,53.1
CSE0512,14.6,70.8,4.5,7.2,14.4,2,1,1,55.8,8.06,72.5,68.7
CSE0513,13.3,70.8,14.8,5.0,6.2,6,0,0,39.5,8.07,61.6,57.8
CSE0514,8.6,68.7,1.0,4.3,8.5,4,0,1,70.7,7.83,57.9,48.6
CSE0515,11.0,90.0,9.7,5.2,10.7,6,1,1,67.8,7.34,73.3,65.5
CSE0516,20.3,77.7,9.9,3.5,6.5,4,2,0,88.8,7.01,76.1,66.6
CSE0517,18.5,76.8,4.8,0.0,18.5,4,1,1,62.3,8.53,76.0,54.0
CSE0518,8.2,56.0,9.7,11.1,10.7,2,0,0,65.4,6.79,52.0,69.9
CSE0519,15.7,87.6,13.1,5.5,0.0,1,3,0,83.0,7.61,72.6,67.8
CSE0520,20.3,65.1,0.0,6.2,11.7,3,3,1,42.4,6.32,67.2,61.8
CSE0521,3.3,80.7,10.0,4.8,8.3,2,3,0,25.2,6.47,48.1,49.0
CSE0522,18.8,83.3,0.0,2.8,9.6,4,1,0,59.0,6.94,67.6,63.8
CSE0523,10.4,96.3,4.1,4.4,8.2,5,1,1,26.5,6.32,67.9,42.6
CSE0524,19.0,64.3,14.5,0.2,14.0,0,0,0,100.0,8.08,76.4,61.9
CSE0525,9.7,43.8,5.7,11.8,15.6,5,1,1,84.1,5.72,65.9,87.0
CSE0526,2.4,82.2,3.3,1.3,11.4,3,0,1,98.3,7.31,61.2,48.9
CSE0527,3.6,100.0,7.2,1.9,8.3,3,1,0,56.2,7.35,54.0,55.1
CSE0528,15.3,94.9,16.3,3.7,9.8,5,3,0,66.0,5.21,71.3,60.2
CSE0529,16.8,82.5,0.7,8.9,10.1,0,2,0,45.8,6.71,61.4,60.3
CSE0530,8.7,74.1,3.8,5.0,6.0,3,2,0,72.7,7.48,63.9,51.8
CSE0531,19.5,89.7,14.0,1.3,12.9,1,0,1,30.7,7.67,86.8,42.6
CSE0532,3.4,68.3,15.4,8.8,12.3,2,0,1,4.1,6.98,56.8,25.7
CSE0533,14.5,85.7,7.6,7.2,17.7,3,1,0,39.2,7.94,62.4,44.2
CSE0534,6.5,86.1,3.0,6.6,16.3,1,0,0,25.9,7.08,48.0,28.7
CSE0535,10.4,92.7,16.4,7.1,6.6,1,1,1,84.6,7.22,84.5,69.4
CSE0536,15.3,100.0,14.4,12.2,14.1,4,1,0,91.3,7.48,81.5,49.5
CSE0537,9.0,84.7,10.7,11.6,5.2,5,1,1,26.9,8.22,64.6,31.4
CSE0538,12.3,73.9,4.8,2.9,13.5,5,1,1,80.8,6.46,62.8,59.7
CSE0539,22.0,79.7,7.8,9.9,7.4,2,2,0,74.0,6.66,80.5,51.7
CSE0540,11.0,58.8,7.4,6.1,4.9,2,3,0,23.6,6.46,53.2,50.2
CSE0541,20.8,71.7,9.3,6.5,11.4,3,1,1,47.2,6.83,66.3,67.1
CSE0542,7.1,75.1,13.8,0.0,0.0,5,0,0,43.4,8.77,52.1,35.2
CSE0543,18.7,73.7,11.5,4.5,1.2,6,3,0,70.0,7.83,75.4,55.6
CSE0544,25.1,81.8,3.7,2.6,9.1,3,1,1,30.4,5.96,68.0,60.0
CSE0545,1.0,70.1,13.5,7.5,10.4,1,0,1,53.0,6.54,57.2,24.1
CSE0546,9.4,93.5,9.3,8.2,8.2,2,0,0,41.3,7.61,63.2,55.4
CSE0547,19.0,80.0,10.7,0.0,2.1,2,1,0,64.5,6.2,62.5,37.2
CSE0548,13.6,79.9,13.9,4.9,5.9,2,2,0,50.7,6.4,60.5,41.9
CSE0549,17.6,76.1,3.6,8.4,12.0,2,0,0,44.3,8.68,63.1,39.9
CSE0550,10.8,81.9,7.9,4.4,12.9,2,3,0,50.7,6.53,60.0,41.1
CSE0551,15.6,89.9,5.9,7.2,9.9,3,1,0,95.7,8.25,73.6,83.2
CSE0552,13.9,69.6,1.7,6.1,15.8,4,3,0,46.7,8.58,66.4,65.6
CSE0553,23.2,72.1,9.4,6.0,12.0,3,1,0,34.2,6.39,62.5,58.7
CSE0554,16.8,76.4,18.0,4.2,6.3,2,0,0,66.7,6.22,70.1,33.8
CSE0555,17.4,63.8,0.6,1.4,8.6,2,2,0,52.1,6.9,55.5,48.7
CSE0556,12.1,70.2,7.9,1.6,3.0,5,0,0,26.7,6.0,47.0,34.3
CSE0557,11.6,74.3,10.6,7.1,9.5,3,1,0,99.6,7.33,66.8,66.5
CSE0558,12.0,90.5,8.5,5.1,15.6,2,0,1,48.0,6.97,68.0,36.8
CSE0559,17.8,83.2,7.5,4.6,13.4,1,0,0,47.4,7.6,65.9,52.4
CSE0560,12.1,82.3,2.8,3.7,17.0,5,2,1,58.2,8.74,75.1,65.4
CSE0561,17.0,90.2,8.9,4.1,8.5,2,1,1,89.6,8.1,81.6,54.7
CSE0562,29.5,78.4,5.0,8.1,16.7,2,1,0,21.4,7.74,80.8,31.5
CSE0563,21.1,84.7,0.0,4.0,9.0,5,3,1,60.5,5.04,72.2,73.5
CSE0564,12.7,78.8,12.8,1.0,17.4,2,1,0,96.7,7.69,68.0,87.1
CSE0565,23.4,83.2,11.8,7.2,9.9,3,1,0,57.6,9.09,77.3,45.7
CSE0566,12.1,73.0,8.2,4.4,13.5,0,0,0,30.3,4.0,43.5,32.4
CSE0567,1.0,50.7,8.9,5.1,17.4,0,2,0,42.6,7.96,57.9,49.6
CSE0568,7.9,78.4,12.3,9.8,9.0,1,3,0,59.1,7.02,73.1,39.1
CSE0569,1.9,97.1,8.9,4.9,11.1,4,1,0,81.6,6.27,65.8,49.2
CSE0570,12.5,91.1,11.6,5.9,16.4,6,4,1,48.2,8.08,86.0,62.2
CSE0571,15.1,91.6,6.8,1.5,9.3,3,0,1,71.5,9.08,74.7,62.7
CSE0572,26.7,94.8,13.2,4.3,3.4,1,0,0,26.3,8.05,73.9,44.2
CSE0573,17.3,81.1,9.3,6.8,20.7,0,1,0,26.1,6.79,56.3,43.8
CSE0574,13.5,82.4,8.8,0.3,7.7,0,1,0,45.3,6.16,56.2,26.0
CSE0575,20.8,72.6,2.9,5.6,10.8,0,3,0,83.8,7.36,64.7,60.4
CSE0576,1.0,76.2,9.1,5.3,15.8,1,0,1,56.4,8.16,58.7,37.2
