student_id,department,semester,gender,hostel_or_dayscholar,study_time_preference,learning_style,sleep_quality,stress_level,internet_access_quality,part_time_job,mentor_support,placement_status,study_minutes_per_day,material_prep_minutes_per_week,extracurricular_minutes_per_week,skill_dev_minutes_per_week,attendance_percentage,previous_year_score,previous_semester_gpa,backlogs_count,internal_marks,projects_completed,hackathons_participated,internships_completed,certifications_count,coding_problems_solved,coding_platform_rating,productivity_index,final_score,performance_category
STU0624,CSE-AIML,4,Female,Hostel,Night,Auditory,Poor,High,Good,No,No,Not Started,61,221,157,532,86.9,72.9,6.86,0,36,3,0,0,1.0,333,1183,58.79,75.64,Good
STU0625,CSE-DS,7,Male,Hostel,Afternoon,Auditory,Good,Low,Good,No,No,In Progress,243,321,16,370,70.1,64.7,6.37,4,34,7,1,0,2.0,188,1053,93.62,69.02,Average
STU0626,CSE,8,Male,Hostel,Morning,Visual,Good,Medium,Good,Yes,No,Placed,103,329,227,67,84.3,64.7,6.1,2,34,5,2,2,4.0,79,980,71.39,67.11,Average
STU0627,CSE-AIML,8,Male,Hostel,Night,Kinesthetic,Good,Medium,Good,No,No,Placed,291,293,239,236,78.5,61.7,5.95,1,28,10,0,5,7.0,177,1076,97.27,72.75,Good
STU0628,CSE-DS,6,Female,Hostel,Night,Kinesthetic,Average,Medium,Average,No,No,Not Started,152,256,313,15,76.0,55.0,5.57,3,30,3,2,0,2.0,28,917,60.62,69.36,Average
STU0629,CSE,7,Female,Day Scholar,Afternoon,Auditory,Average,Medium,Average,No,No,Placed,187,215,169,478,97.2,83.1,8.6,0,37,4,2,1,2.0,344,1184,77.44,87.19,Excellent
STU0630,CSE,4,Male,Hostel,Night,Auditory,Poor,Low,Good,No,No,Not Started,236,292,14,0,63.5,66.8,6.79,0,33,2,0,0,2.0,0,984,55.79,72.5,Good
STU0631,CSE-DS,4,Female,Day Scholar,Afternoon,Visual,Good,Low,Good,No,No,Not Started,207,367,221,365,88.2,77.6,7.85,0,40,3,0,1,1.0,147,888,82.97,82.38,Good
STU0632,IT,6,Female,Hostel,Afternoon,Kinesthetic,Poor,High,Good,No,Yes,In Progress,0,390,0,387,71.3,62.9,7.82,0,31,6,2,1,4.0,199,1108,58.47,75.68,Good
STU0633,CSE-AIML,6,Female,Day Scholar,Afternoon,Kinesthetic,Poor,Medium,Good,No,No,Not Started,24,162,240,294,69.5,66.3,6.76,0,32,2,3,0,1.0,223,824,52.7,77.26,Good
STU0634,CSE-AIML,1,Male,Hostel,Night,Kinesthetic,Average,Medium,Average,No,No,Not Started,109,141,134,0,79.5,71.2,7.83,0,35,0,1,0,0.0,51,1036,51.66,81.0,Good
STU0635,CSE,4,Female,Day Scholar,Afternoon,Visual,Average,Medium,Poor,No,No,Not Started,216,108,70,17,100.0,68.8,7.03,1,37,3,1,1,6.0,0,1095,55.67,80.46,Good
STU0636,CSE-AIML,5,Male,Day Scholar,Night,Visual,Average,Medium,Average,No,Yes,Not Started,334,92,79,326,82.7,81.5,7.85,1,39,5,2,0,1.0,256,1015,85.5,83.01,Good
STU0637,CSE-AIML,8,Male,Day Scholar,Night,Visual,Good,Low,Good,Yes,Yes,In Progress,152,291,102,459,92.5,75.8,8.2,0,39,7,4,0,5.0,412,1291,96.42,85.45,Excellent
STU0638,CSE,5,Female,Hostel,Night,Auditory,Average,Medium,Good,No,Yes,Not Started,253,310,233,299,67.4,57.6,6.33,4,28,5,1,1,3.0,102,1120,78.57,62.15,Average
STU0639,CSE,2,Male,Day Scholar,Morning,Visual,Average,Medium,Good,No,No,Not Started,241,391,0,569,82.4,75.5,7.72,0,39,1,0,0,3.0,76,1181,74.62,81.38,Good
STU0640,CSE,7,Male,Hostel,Night,Auditory,Average,Medium,Good,No,Yes,Placed,59,246,161,409,81.7,57.8,6.03,4,32,7,1,3,3.0,253,1087,84.6,70.09,Good
STU0641,CSE,6,Male,Day Scholar,Afternoon,Auditory,Poor,High,Average,Yes,No,Not Started,179,199,200,302,55.8,70.0,6.89,0,32,2,2,1,4.0,235,1188,46.58,65.15,Average
STU0642,CSE,1,Female,Hostel,Afternoon,Auditory,Poor,Low,Average,No,No,Not Started,125,467,11,290,90.9,75.2,7.9,0,40,2,0,0,0.0,110,965,59.78,82.39,Good
STU0643,CSE,5,Female,Hostel,Night,Auditory,Average,Medium,Average,No,No,Not Started,97,203,294,162,71.5,65.5,6.69,0,37,3,1,1,0.0,59,1147,57.72,73.18,Good
STU0644,CSE,3,Male,Hostel,Afternoon,Visual,Poor,Medium,Average,No,No,Not Started,333,80,240,784,95.4,81.1,8.13,0,34,1,0,0,3.0,266,1329,78.0,85.62,Excellent
STU0645,CSE,8,Female,Hostel,Morning,Visual,Good,Low,Poor,No,No,Placed,214,160,50,464,70.2,61.1,5.33,3,28,6,4,3,10.0,354,1006,79.13,60.88,Average
STU0646,IT,1,Male,Day Scholar,Afternoon,Kinesthetic,Good,Low,Average,No,Yes,Not Started,104,129,142,381,95.6,75.2,8.43,0,40,1,0,0,0.0,0,1092,74.73,88.24,Excellent
STU0647,CSE-AIML,1,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,126,355,24,277,88.0,69.2,7.77,0,37,0,0,0,1.0,52,989,64.43,80.89,Good
STU0648,CSE-DS,5,Female,Day Scholar,Afternoon,Auditory,Average,Medium,Good,No,No,Not Started,191,144,81,340,100.0,72.1,7.09,0,28,3,0,0,4.0,207,1308,69.45,78.61,Good
STU0649,IT,3,Male,Day Scholar,Night,Kinesthetic,Average,Low,Average,No,Yes,Not Started,213,415,0,0,91.2,71.1,6.88,0,33,3,2,0,2.0,0,1085,66.73,82.43,Good
STU0650,CSE-AIML,2,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,3,244,125,309,81.1,57.7,5.7,2,29,1,1,0,1.0,34,1010,61.34,67.64,Average
STU0651,CSE,5,Male,Hostel,Night,Kinesthetic,Good,Low,Average,No,Yes,Not Started,299,273,0,292,97.9,89.5,8.93,0,41,4,0,0,4.0,187,1096,90.62,93.66,Excellent
STU0652,CSE-AIML,3,Female,Hostel,Night,Auditory,Poor,Medium,Good,Yes,No,Not Started,198,352,21,0,78.8,74.6,7.89,0,35,0,0,0,1.0,17,1148,41.45,73.1,Good
STU0653,CSE-AIML,1,Male,Hostel,Afternoon,Kinesthetic,Average,Low,Poor,No,No,Not Started,96,368,163,566,64.1,67.9,5.67,3,33,2,0,0,0.0,57,1094,64.08,62.85,Average
STU0654,CSE-DS,8,Female,Hostel,Morning,Visual,Good,Medium,Good,No,Yes,Placed,397,206,151,358,72.9,69.1,7.06,0,34,5,5,1,6.0,327,1141,90.53,80.45,Good
STU0655,CSE-AIML,3,Female,Hostel,Afternoon,Auditory,Average,Low,Average,Yes,No,Not Started,219,373,29,336,77.9,60.4,5.25,3,29,2,1,0,0.0,112,1065,69.98,62.43,Average
STU0656,CSE,1,Male,Hostel,Afternoon,Visual,Poor,High,Good,No,No,Not Started,319,265,0,161,91.3,76.9,6.98,0,39,2,1,0,0.0,100,954,59.01,80.53,Good
STU0657,CSE,7,Female,Hostel,Night,Auditory,Poor,Low,Good,No,No,In Progress,291,294,177,584,81.2,73.0,7.55,0,39,9,1,3,3.0,436,1544,91.43,86.44,Excellent
STU0658,CSE,5,Male,Hostel,Morning,Visual,Average,Medium,Good,No,Yes,Not Started,361,44,189,377,86.9,79.2,7.92,0,41,5,2,0,1.0,234,1430,90.54,87.81,Excellent
STU0659,CSE-DS,6,Male,Day Scholar,Afternoon,Kinesthetic,Good,Low,Good,No,Yes,Not Started,275,321,222,86,83.8,84.8,8.75,0,41,4,2,1,5.0,59,968,80.46,88.01,Excellent
STU0660,CSE-AIML,5,Female,Hostel,Night,Auditory,Average,Low,Average,No,Yes,Not Started,265,121,223,28,87.1,70.6,6.47,1,40,9,3,1,1.0,43,1039,83.64,82.32,Good
STU0661,CSE,7,Female,Hostel,Night,Visual,Poor,Medium,Average,No,No,In Progress,248,403,155,92,76.4,62.9,5.47,3,30,5,4,2,4.0,0,1183,59.02,65.98,Average
STU0662,ECE,4,Male,Hostel,Night,Auditory,Average,Medium,,No,Yes,Not Started,309,493,103,208,71.9,66.2,6.82,0,34,0,1,0,1.0,68,1016,71.67,75.81,Good
STU0663,CSE-DS,4,Male,Hostel,Night,Visual,Average,Low,Good,No,Yes,Not Started,129,81,64,180,80.7,69.6,6.15,4,29,2,1,0,3.0,60,971,75.68,63.61,Average
STU0664,CSE,4,Male,Hostel,Night,Kinesthetic,Average,Low,Poor,Yes,Yes,Not Started,217,417,180,184,90.0,82.6,7.36,2,34,1,3,0,0.0,84,856,66.27,71.92,Good
STU0665,CSE,5,Male,Hostel,Night,Auditory,Average,Low,Average,No,No,Not Started,130,303,25,382,80.0,71.8,7.13,1,32,6,3,1,2.0,239,1102,74.81,72.85,Good
STU0666,CSE,2,Male,Hostel,Afternoon,Auditory,Poor,High,Good,No,No,Not Started,263,176,164,192,76.6,64.8,5.69,1,29,1,0,0,2.0,22,939,52.87,63.49,Average
STU0667,CSE,5,Male,Hostel,Night,Visual,Average,High,Good,No,No,Not Started,153,41,0,547,81.6,78.0,7.53,0,37,5,1,0,1.0,244,1142,73.36,79.69,Good
STU0668,CSE,8,Female,Hostel,Night,Visual,Average,Medium,Average,No,No,Placed,159,0,181,692,76.2,64.9,6.21,0,37,7,2,1,,567,1061,91.79,82.23,Good
STU0669,CSE,7,Male,Hostel,Morning,Kinesthetic,Good,Medium,Good,No,No,In Progress,8,379,142,70,89.6,57.4,5.84,2,35,6,1,0,4.0,20,1111,64.16,72.12,Good
STU0670,CSE,8,Male,Day Scholar,Morning,Visual,Poor,High,Average,No,Yes,Placed,359,388,32,561,80.0,76.5,7.78,0,37,3,1,1,4.0,414,998,71.08,79.13,Good
STU0671,CSE,7,Female,Hostel,Night,Visual,Good,Medium,Poor,No,No,Placed,68,171,112,114,92.5,68.8,7.79,0,38,2,0,1,5.0,53,1052,48.14,82.6,Good
STU0672,IT,6,Female,Hostel,Night,Visual,Good,High,Good,No,No,Not Started,218,143,108,488,85.0,82.3,7.59,0,42,4,3,0,2.0,325,1112,79.27,87.48,Excellent
STU0673,CSE,3,Male,Hostel,Morning,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,235,242,289,385,74.2,63.7,5.33,1,33,6,3,0,3.0,42,1101,85.69,76.84,Good
STU0674,CSE-AIML,5,Male,Day Scholar,Morning,Kinesthetic,Average,Low,Good,No,No,Not Started,306,230,94,535,72.1,79.9,6.85,0,36,5,1,0,0.0,347,1107,93.58,78.27,Good
STU0675,CSE-AIML,5,Female,Hostel,Night,Auditory,Average,Medium,Good,Yes,Yes,Not Started,135,356,149,72,62.8,59.5,6.14,2,32,5,2,0,3.0,0,832,65.69,63.15,Average
STU0676,ECE,1,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Poor,No,No,Not Started,57,239,170,440,84.6,64.0,6.68,0,30,2,1,0,1.0,87,920,57.07,80.1,Good
STU0677,CSE,7,Male,Day Scholar,Morning,Visual,Good,Medium,Good,No,Yes,In Progress,266,357,93,87,78.4,69.2,7.17,2,32,4,1,3,3.0,37,885,78.04,73.49,Good
STU0678,CSE,1,Female,Hostel,Afternoon,Auditory,Good,Low,Good,No,No,Not Started,284,158,272,242,78.6,80.1,8.63,0,39,3,0,0,0.0,92,940,78.97,83.03,Good
STU0679,ECE,1,Male,Hostel,Night,Kinesthetic,Average,Medium,Average,Yes,Yes,Not Started,213,264,131,134,75.1,62.3,5.66,4,38,2,0,0,0.0,0,920,67.87,66.89,Average
STU0680,IT,5,Male,Hostel,Afternoon,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,184,322,0,75,81.0,66.5,6.4,3,35,6,3,1,4.0,0,1003,67.54,73.08,Good
STU0681,IT,2,Male,Hostel,Night,Visual,Average,Medium,Good,Yes,No,Not Started,176,201,123,318,68.5,66.7,6.09,2,31,1,1,0,0.0,0,1293,65.55,63.87,Average
STU0682,CSE,3,Male,Hostel,Morning,Visual,Good,Medium,Average,No,No,Not Started,80,229,339,457,91.7,71.8,5.82,3,35,2,2,1,2.0,95,1114,72.2,73.29,Good
STU0683,CSE,3,Male,Hostel,Morning,Kinesthetic,Good,Medium,Good,No,No,Not Started,0,475,70,323,79.9,67.7,6.93,0,34,6,1,0,6.0,59,1113,75.16,80.01,Good
STU0684,CSE-DS,8,Other,Hostel,Morning,Auditory,Poor,Medium,Good,No,No,Placed,329,405,162,303,73.1,70.9,7.4,1,40,3,1,2,4.0,216,1123,69.31,80.91,Good
STU0685,ECE,7,Male,Hostel,Morning,Visual,Poor,High,Average,Yes,No,Placed,181,98,54,254,88.5,77.4,7.38,0,36,9,3,1,3.0,187,1089,60.53,78.94,Good
STU0686,CSE-AIML,6,Male,Day Scholar,Morning,Kinesthetic,Average,Medium,Average,No,No,In Progress,253,275,104,488,77.5,59.5,5.63,1,28,7,2,1,3.0,319,1256,85.89,70.83,Good
STU0687,CSE-AIML,7,Male,Hostel,Morning,Kinesthetic,Average,Medium,Good,No,Yes,In Progress,148,4,235,139,51.9,62.2,6.12,0,25,7,3,2,6.0,118,935,74.48,68.61,Average
STU0688,CSE,2,Female,Day Scholar,Night,Visual,Good,Medium,Average,No,Yes,Not Started,148,295,196,477,100.0,77.5,7.89,0,40,3,0,0,1.0,18,1095,79.35,84.49,Good
STU0689,IT,2,Male,Day Scholar,Morning,Auditory,Average,Medium,Good,No,Yes,Not Started,138,137,152,295,89.8,67.3,6.6,1,30,2,0,0,0.0,61,866,69.02,72.87,Good
STU0690,CSE,3,Male,Day Scholar,Night,Auditory,Poor,High,Good,No,No,Not Started,162,215,132,939,96.2,77.5,7.51,0,42,1,1,0,2.0,324,1220,73.73,84.6,Good
STU0691,CSE,4,Female,Day Scholar,Afternoon,Auditory,Average,Medium,,No,No,Not Started,281,309,106,323,71.9,66.6,7.22,0,31,3,1,1,3.0,161,1088,76.27,77.02,Good
STU0692,CSE-AIML,1,Male,Hostel,Night,Visual,Average,Medium,Good,No,Yes,Not Started,192,273,145,277,88.6,72.4,7.32,0,36,1,0,0,,83,1042,66.76,78.29,Good
STU0693,CSE-AIML,1,Male,Hostel,Morning,Visual,Good,Low,Good,No,No,Not Started,331,142,234,0,77.4,67.5,7.3,0,32,1,1,0,0.0,6,863,79.98,79.29,Good
STU0694,CSE,3,Male,Hostel,Morning,Visual,Poor,Low,Good,No,Yes,Not Started,77,80,120,555,87.4,70.9,7.45,0,35,3,0,0,0.0,159,1131,65.36,79.9,Good
STU0695,CSE,7,Male,Hostel,Night,Auditory,Average,Low,Good,No,No,In Progress,164,290,150,113,76.5,72.9,6.7,0,32,4,2,1,2.0,152,1125,70.26,77.94,Good
STU0696,CSE-DS,2,Male,Day Scholar,Night,Auditory,Average,Medium,Good,No,No,Not Started,175,154,7,302,98.6,72.5,8.03,0,33,0,0,0,0.0,46,1037,63.0,84.63,Good
STU0697,CSE,7,Female,Day Scholar,Night,Visual,Average,Medium,Good,No,No,In Progress,245,209,36,240,85.0,73.6,7.08,0,39,5,1,3,7.0,221,772,73.88,83.96,Good
STU0698,CSE-AIML,6,Male,Hostel,Night,Visual,Good,Low,Average,No,Yes,Not Started,116,92,259,413,81.4,68.5,6.92,1,36,3,3,0,4.0,275,1114,82.51,74.32,Good
STU0699,CSE,4,Female,Hostel,Night,Visual,Average,Medium,Good,No,Yes,Not Started,283,0,203,243,82.7,72.3,7.46,0,37,0,0,0,3.0,75,1095,71.7,82.51,Good
STU0700,CSE-AIML,3,Male,Hostel,Afternoon,Auditory,Good,Low,Average,No,No,Not Started,237,314,170,51,76.9,72.5,6.88,0,36,0,1,0,0.0,155,976,66.45,75.12,Good
STU0701,CSE-AIML,1,Male,Hostel,Night,Kinesthetic,Good,Low,Average,No,No,Not Started,324,184,230,105,76.2,86.4,8.64,0,41,1,0,0,1.0,56,890,72.53,83.51,Good
STU0702,CSE,5,Male,Hostel,Night,Kinesthetic,Average,Medium,Poor,No,No,Not Started,134,147,152,79,100.0,81.7,8.69,0,39,2,0,1,1.0,43,1193,47.49,88.9,Excellent
STU0703,CSE,7,Female,Hostel,Night,Auditory,Average,Medium,Good,No,No,Placed,30,406,149,337,66.6,59.5,6.26,1,29,6,1,2,2.0,270,1040,66.25,72.11,Good
STU0704,CSE,2,Male,Day Scholar,Night,Visual,Average,Medium,Good,No,Yes,Not Started,266,337,84,557,94.7,79.5,7.55,0,43,3,1,0,0.0,17,845,87.08,88.01,Excellent
STU0705,CSE,5,Female,Hostel,Morning,Visual,Poor,High,Good,No,No,Not Started,278,287,145,238,70.9,69.6,6.48,3,33,3,1,0,0.0,133,1106,55.55,67.52,Average
STU0706,ECE,6,Male,Day Scholar,Afternoon,Visual,Good,Medium,Good,No,No,Not Started,0,251,12,419,74.6,59.7,5.85,1,26,3,1,2,2.0,283,1117,68.0,64.73,Average
STU0707,CSE,3,Male,Day Scholar,Night,Visual,Good,Low,Good,No,No,Not Started,230,80,29,479,88.2,80.7,8.29,0,41,2,2,0,0.0,128,1066,81.85,89.7,Excellent
STU0708,IT,7,Male,Day Scholar,Night,Auditory,Good,Low,Good,No,No,In Progress,208,306,39,361,76.2,69.7,7.19,0,33,4,3,0,2.0,205,1098,88.35,75.8,Good
STU0709,CSE,1,Male,Hostel,Night,Kinesthetic,Average,High,Good,No,No,Not Started,131,391,282,132,82.0,69.0,7.19,0,43,2,1,0,0.0,0,900,48.27,82.51,Good
STU0710,CSE-DS,7,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,No,In Progress,320,235,119,555,73.0,87.5,8.91,0,43,7,1,3,2.0,495,1026,95.27,89.64,Excellent
STU0711,IT,4,Male,Day Scholar,Morning,Auditory,Good,Medium,Poor,No,Yes,Not Started,141,380,155,140,88.6,74.5,6.5,3,37,5,1,0,3.0,92,1180,69.13,69.78,Average
STU0712,CSE-AIML,8,Female,Hostel,Morning,Visual,Average,High,Poor,No,Yes,In Progress,333,136,58,363,68.7,69.3,6.6,0,33,6,3,4,5.0,216,1328,75.41,75.89,Good
STU0713,CSE-AIML,5,Male,Hostel,Morning,Kinesthetic,Good,Low,Poor,No,Yes,Not Started,264,60,103,300,85.4,76.5,7.3,0,35,4,1,0,0.0,211,913,82.43,85.93,Excellent
STU0714,CSE-AIML,4,Female,Day Scholar,Night,Auditory,Average,Medium,Poor,No,No,Not Started,244,166,70,395,98.5,77.3,8.53,0,37,2,0,0,3.0,191,1120,63.11,88.7,Excellent
STU0715,CSE,6,Male,Hostel,Night,Visual,Average,Medium,Good,No,No,Not Started,223,266,0,376,100.0,80.5,8.91,0,43,5,2,3,3.0,203,1211,78.18,90.32,Excellent
STU0716,ECE,1,Male,Hostel,Afternoon,Kinesthetic,Poor,Medium,Good,No,No,Not Started,245,240,40,461,99.0,71.2,6.91,0,34,0,0,0,0.0,0,918,61.31,81.59,Good
STU0717,IT,5,Female,Hostel,Night,Auditory,Poor,Medium,Good,No,Yes,Not Started,126,205,0,318,64.9,60.8,6.72,1,27,4,4,3,3.0,140,1150,63.44,69.04,Average
STU0718,ECE,6,Male,Day Scholar,Morning,Kinesthetic,Poor,Medium,Good,No,Yes,Not Started,72,303,140,418,86.5,71.0,7.01,0,34,6,2,2,6.0,260,1254,67.7,81.87,Good
STU0719,CSE,4,Male,Day Scholar,Morning,Kinesthetic,Good,Medium,Average,No,Yes,Not Started,333,227,216,481,96.3,81.5,8.27,0,41,5,3,0,4.0,301,1212,100.0,92.82,Excellent
STU0720,CSE-DS,4,Female,Hostel,Night,Auditory,Poor,High,Good,No,No,Not Started,128,71,84,0,90.0,72.4,7.29,0,37,4,1,1,1.0,1,1074,43.35,78.93,Good
STU0721,ECE,8,Female,Hostel,Afternoon,Auditory,Poor,Medium,Average,No,No,In Progress,160,300,169,564,62.2,67.6,7.79,1,35,5,6,3,2.0,405,1391,70.37,76.4,Good
STU0722,CSE,5,Male,Day Scholar,Night,Kinesthetic,Good,Low,Good,Yes,No,Not Started,59,161,92,262,66.5,63.4,6.59,1,26,1,0,2,2.0,120,1071,69.12,60.75,Average
STU0723,CSE,1,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,No,Not Started,235,257,206,366,84.7,65.8,6.4,1,33,2,0,0,0.0,42,946,66.51,74.8,Good
STU0724,CSE-DS,4,Female,Day Scholar,Night,Auditory,Good,Medium,Good,No,Yes,Not Started,84,194,105,330,89.1,61.3,7.3,0,28,3,1,0,2.0,124,1137,75.61,77.65,Good
STU0725,CSE-AIML,3,Male,Hostel,Morning,Visual,Poor,Medium,Good,No,Yes,Not Started,217,70,266,220,88.9,81.0,8.06,0,39,2,0,0,4.0,81,1072,64.94,84.42,Good
STU0726,IT,8,Female,Hostel,Afternoon,Visual,Good,Low,Good,No,No,Placed,150,281,80,276,81.6,77.4,7.92,0,39,5,3,0,5.0,250,1160,83.49,85.27,Excellent
STU0727,CSE,6,Male,Hostel,Night,Visual,Average,Low,Average,No,No,In Progress,200,160,285,326,76.9,81.5,7.94,2,41,5,3,0,1.0,189,1048,80.76,78.11,Good
STU0728,IT,5,Male,Day Scholar,Night,Visual,Good,Low,Good,No,Yes,Not Started,332,128,0,258,69.6,70.0,6.66,0,38,5,2,2,2.0,243,1210,94.12,77.03,Good
STU0729,CSE,2,Female,Hostel,Night,Auditory,Poor,High,Good,No,No,Not Started,78,186,132,519,84.2,62.6,6.27,1,29,3,1,0,1.0,125,1204,50.69,71.18,Good
STU0730,CSE,2,Male,Hostel,Morning,Visual,Good,Low,Good,Yes,No,Not Started,133,285,63,480,100.0,71.3,7.17,0,33,3,0,0,1.0,116,1208,77.85,79.16,Good
STU0731,CSE,1,Male,Hostel,Morning,Kinesthetic,Average,Medium,Poor,No,No,Not Started,110,242,167,197,99.4,68.4,7.01,0,34,1,0,0,1.0,11,847,45.4,77.15,Good
STU0732,IT,3,Male,Hostel,Night,Visual,Average,Medium,Good,No,No,Not Started,224,113,0,699,88.0,69.7,5.27,1,37,2,0,3,4.0,182,1135,80.68,74.53,Good
STU0733,CSE-DS,4,Female,Day Scholar,Night,Auditory,Average,High,Average,Yes,Yes,Not Started,217,196,21,0,94.4,83.2,8.12,0,38,1,0,0,0.0,21,880,60.46,79.65,Good
STU0734,CSE-AIML,2,Female,Hostel,Afternoon,Visual,Poor,Medium,Average,No,Yes,Not Started,160,297,51,86,97.5,72.5,7.18,2,33,1,2,0,1.0,0,849,49.92,80.91,Good
STU0735,CSE,1,Male,Day Scholar,Morning,Visual,Poor,High,Good,No,No,Not Started,285,237,41,286,93.2,71.8,7.26,0,39,1,1,0,2.0,9,896,59.89,81.93,Good
STU0736,IT,6,Male,Day Scholar,Night,Auditory,Good,Medium,Good,No,Yes,Not Started,182,122,91,360,90.6,66.4,7.0,0,31,5,0,1,6.0,242,949,86.88,78.61,Good
STU0737,CSE,8,Female,Hostel,Morning,Visual,Poor,High,Good,No,Yes,Placed,125,327,0,152,90.0,73.8,6.27,1,39,5,5,0,7.0,189,971,57.87,72.46,Good
STU0738,IT,3,Female,Day Scholar,Morning,Auditory,Good,Low,Poor,No,No,Not Started,298,412,163,229,69.8,72.2,7.1,0,35,1,1,0,4.0,12,852,70.46,76.37,Good
STU0739,CSE-AIML,3,Female,Day Scholar,Morning,Visual,Average,Medium,Good,Yes,No,Not Started,158,178,187,92,97.0,78.8,8.04,0,40,3,1,0,2.0,12,865,57.4,82.16,Good
STU0740,CSE,7,Male,Day Scholar,Afternoon,Auditory,Poor,High,Good,No,No,In Progress,164,228,0,241,94.0,69.2,7.92,1,35,2,1,1,2.0,140,1253,50.5,76.49,Good
STU0741,CSE-AIML,1,Female,Hostel,Night,Visual,Poor,Medium,Good,No,No,Not Started,172,299,213,0,72.2,69.4,7.04,0,30,3,0,0,0.0,0,876,48.46,72.42,Good
STU0742,CSE,1,Female,Hostel,Afternoon,Kinesthetic,Good,High,Good,No,Yes,Not Started,200,211,16,227,70.5,79.4,8.52,0,38,0,1,0,2.0,14,1368,64.31,77.59,Good
STU0743,CSE-DS,7,Male,Hostel,Morning,Kinesthetic,Average,Medium,Good,No,No,In Progress,286,305,68,218,74.9,71.8,6.47,1,36,4,2,2,6.0,91,621,77.02,74.74,Good
STU0744,CSE-AIML,8,Male,Day Scholar,Morning,Auditory,Poor,Medium,Good,Yes,No,Placed,260,81,117,73,97.8,77.1,7.76,2,38,4,4,1,7.0,54,1063,58.61,75.54,Good
STU0745,CSE,4,Male,Day Scholar,Morning,Auditory,Average,Medium,Good,No,No,Not Started,235,236,80,597,76.8,68.8,7.13,1,37,4,1,3,2.0,234,1138,79.19,77.73,Good
STU0746,IT,1,Female,Day Scholar,Night,Auditory,Poor,Medium,Good,No,Yes,Not Started,92,348,17,420,76.6,64.3,6.05,2,27,1,0,0,1.0,39,1098,57.14,70.98,Good
STU0747,CSE,7,Male,Hostel,Morning,Kinesthetic,Good,Low,Good,No,No,Placed,177,105,52,545,88.5,76.8,8.1,0,39,3,4,1,2.0,343,1072,90.1,91.46,Excellent
STU0748,CSE-AIML,4,Female,Hostel,Night,Auditory,Poor,Low,Average,No,No,Not Started,167,219,107,311,78.5,62.7,5.69,1,36,3,0,0,2.0,179,904,64.36,72.17,Good
STU0749,ECE,8,Female,Hostel,Morning,Visual,Poor,High,Average,No,No,In Progress,230,85,84,396,73.7,58.0,5.04,0,31,7,3,1,3.0,352,890,68.94,69.33,Average
STU0750,CSE-DS,4,Female,Hostel,Morning,Auditory,Poor,High,Good,No,No,Not Started,162,231,63,271,55.4,69.2,7.17,0,36,5,0,2,2.0,59,932,55.54,71.42,Good
STU0751,CSE,5,Female,Day Scholar,Morning,Auditory,Average,Low,Good,No,No,Not Started,309,337,75,268,97.7,81.6,8.93,0,40,5,0,2,1.0,187,894,95.36,93.06,Excellent
STU0752,ECE,3,Female,Hostel,Morning,Visual,Average,Medium,Poor,Yes,Yes,Not Started,238,201,171,449,78.0,68.8,7.32,0,36,3,0,0,3.0,112,1029,71.17,73.29,Good
STU0753,CSE-DS,6,Male,Hostel,Night,Visual,Average,Medium,Good,No,Yes,In Progress,233,332,116,146,95.2,87.3,8.75,0,47,8,2,1,4.0,124,931,83.51,89.3,Excellent
STU0754,CSE,3,Female,Hostel,Afternoon,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,92,362,0,271,77.1,64.8,6.31,4,33,3,1,0,1.0,135,929,72.8,71.96,Good
STU0755,CSE,3,Male,Hostel,Night,Visual,Average,Medium,Good,No,No,Not Started,115,27,127,660,62.5,51.7,4.98,1,27,3,1,0,3.0,151,1175,74.39,64.67,Average
STU0756,IT,5,Female,Hostel,Morning,Visual,Average,Medium,Good,No,No,Not Started,132,152,218,285,80.6,69.9,7.13,0,34,3,2,2,1.0,183,1126,68.2,78.14,Good
STU0757,CSE-DS,4,Male,Hostel,Morning,Auditory,Average,Medium,Poor,No,No,Not Started,180,81,140,337,58.5,65.7,5.79,0,33,4,2,1,1.0,224,964,63.2,65.56,Average
STU0758,CSE-AIML,4,Other,Hostel,Afternoon,Kinesthetic,Good,Medium,Good,No,No,Not Started,287,252,262,499,66.2,71.7,6.76,1,39,1,2,1,2.0,163,1462,80.95,76.88,Good
STU0759,IT,1,Female,Hostel,Night,Visual,Average,Medium,Good,No,No,Not Started,111,366,0,531,76.1,63.6,7.0,0,31,0,0,0,1.0,125,1079,62.77,73.52,Good
STU0760,IT,5,Female,Hostel,Afternoon,Kinesthetic,Average,Medium,Average,No,No,Not Started,34,275,76,500,78.0,58.2,6.16,3,25,6,2,1,3.0,267,1033,73.14,68.59,Average
STU0761,CSE,1,Male,Day Scholar,Afternoon,Visual,Average,Medium,Good,No,No,Not Started,309,287,310,82,82.7,74.8,7.48,0,36,0,0,0,1.0,0,842,59.46,79.83,Good
